ID,ndtv_tn_wordnet
702,"[['autopsy', 'check', 0.8571428571428571], ['crore', 'fifth', 0.5263157894736842], ['address', 'address', 1.0], ['taxpayer', 'child', 0.6666666666666666], ['state', 'state', 1.0], ['woman', 'child', 0.7058823529411765], ['government', 'state', 0.9333333333333333], ['economy', 'interaction', 0.8571428571428571], ['state', 'state', 1.0], ['permanent', 'flower', 0.5], ['recent', 'day', 0.5714285714285714], ['india', 'state', 0.8888888888888888], ['commission', 'capture', 0.8571428571428571], ['premier', 'premier', 1.0], ['people', 'defense', 0.6666666666666666], ['scheme', 'overview', 0.7142857142857143], ['large', 'walk', 0.6153846153846154], ['sixth', 'fifth', 0.9090909090909091], ['healthcare', 'fun', 0.75], ['garrison', 'garrison', 1.0], ['triple', 'walk', 0.7368421052631579], ['last', 'wear', 0.8571428571428571], ['space', 'state', 0.75], ['rape', 'capture', 0.782608695652174], ['universe', 'defense', 0.8], ['interest', 'celebration', 0.875], ['send', 'garrison', 0.8], ['run', 'walk', 0.9], ['announce', 'give', 0.8333333333333334], ['power', 'state', 0.9411764705882353], ['independence', 'independence', 1.0], ['curate', 'curate', 1.0], ['arm', 'wear', 0.8], ['society', 'defense', 0.7692307692307693], ['travel', 'walk', 0.9473684210526315], ['tamil', 'child', 0.6], ['health', 'state', 0.8], ['tax-exempt', 'check', 0.7368421052631579], ['turban', 'wear', 0.8888888888888888], ['declaim', 'address', 0.4], ['hoarder', 'child', 0.6666666666666666], ['echelon', 'state', 0.75], ['astronaut', 'child', 0.7058823529411765], ['move', 'walk', 0.8888888888888888], ['forward', 'fun', 0.75], ['woo', 'address', 0.5], ['procrastinate', 'address', 0.2857142857142857], ['rid', 'address', 0.5], ['march', 'walk', 0.9523809523809523], ['ideologist', 'child', 0.7058823529411765], ['embrace', 'check', 0.7368421052631579], ['contrast', 'check', 0.8181818181818182], ['rug', 'wear', 0.8], ['agent', 'premier', 0.8695652173913043], ['committee', 'defense', 0.7692307692307693], ['curate', 'curate', 1.0], ['attempt', 'fun', 0.8571428571428571], ['government', 'state', 0.9333333333333333], ['paralysis', 'state', 0.5333333333333333], ['bent', 'surround', 0.75], ['law', 'garrison', 0.8], ['report', 'address', 0.8], ['claim', 'fun', 0.8], ['tape', 'photograph', 0.8], ['spare_part', 'child', 0.46153846153846156]]"
703,"[['independence', 'freedom', 0.9090909090909091], ['art', 'ceremony', 0.8], ['day', 'day', 1.0], ['truck', 'bird', 0.6], ['google', 'function', 0.8], ['observe', 'observe', 1.0], ['peacock', 'peacock', 1.0], ['reflect', 'marks', 0.6153846153846154], ['tiger', 'tiger', 1.0], ['feature', 'feature', 1.0], ['inspire', 'urge', 1.0], ['august', 'day', 0.7142857142857143], ['roads', 'feature', 0.6666666666666666], ['observe', 'observe', 1.0], ['indian', 'animal', 0.75], ['state', 'state', 1.0], ['teamster', 'animal', 0.7058823529411765], ['surround', 'village', 0.8], ['kilometer', 'marks', 0.625], ['folk', 'people', 0.9411764705882353], ['britisher', 'animal', 0.7058823529411765], ['sing', 'marks', 0.7142857142857143], ['parade', 'parade', 1.0], ['kite', 'bird', 0.8695652173913043], ['hoist', 'rule', 0.7], ['song', 'people', 0.8421052631578947], ['ruler', 'rule', 1.0], ['truck', 'bird', 0.6], ['state', 'state', 1.0], ['see', 'understand', 1.0], ['square', 'animal', 0.75], ['mind', 'idea', 1.0], ['sweet', 'animal', 0.6666666666666666], ['pledge', 'animal', 0.6666666666666666], ['image', 'marks', 0.8571428571428571], ['capital', 'government', 0.875], ['india', 'india', 1.0], ['struggle', 'attempt', 0.9333333333333333], ['tradition', 'tradition', 1.0], ['observe', 'observe', 1.0], ['fly', 'peacock', 0.7692307692307693], ['integrity', 'state', 0.8888888888888888], ['observe', 'observe', 1.0], ['remember', 'commemorate', 1.0], ['headquarters', 'fort', 0.8235294117647058], ['today', 'day', 0.9090909090909091], ['exchange', 'state', 0.8571428571428571], ['freedom', 'freedom', 1.0], ['give', 'state', 0.8], ['free', 'people', 0.8888888888888888], ['much', 'day', 0.5454545454545454], ['family', 'people', 0.9411764705882353], ['long', 'national', 0.4], ['populate', 'people', 0.8571428571428571], ['road', 'feature', 0.6666666666666666], ['calendar_month', 'day', 0.8333333333333334], ['indian', 'animal', 0.75], ['besides', 'besides', 1.0], ['district', 'state', 0.8571428571428571], ['keep', 'observe', 1.0], ['election', 'state', 0.8], ['election', 'state', 0.8], ['national', 'national', 1.0], ['live', 'people', 0.8], ['update', 'marks', 0.6666666666666666]]"
704,"[['punjab', 'punjab', 1.0], ['hyrax', 'hyrax', 1.0], ['cremate', 'become', 0.3333333333333333], ['honours', 'state', 0.7272727272727273], ['laminitis', 'laminitis', 1.0], ['bear', 'hyrax', 0.88], ['chief', 'head', 1.0], ['body', 'memorial', 0.8571428571428571], ['bring', 'serve', 0.75], ['cremation', 'rush', 0.7], ['rana', 'bromine', 0.46153846153846156], ['pyre', 'post', 0.7272727272727273], ['edginess', 'state', 0.75], ['member', 'member', 1.0], ['wrap', 'memorial', 0.7142857142857143], ['literature', 'career', 0.8235294117647058], ['office', 'post', 1.0], ['mortal', 'party', 0.8], ['assume', 'include', 0.4444444444444444], ['complain', 'complain', 1.0], ['curate', 'curate', 1.0], ['imprison', 'imprison', 1.0], ['career', 'career', 1.0], ['leader', 'party', 0.75], ['respect', 'include', 0.8], ['veteran', 'party', 0.7058823529411765], ['stay', 'post', 0.8181818181818182], ['tribute', 'memorial', 0.7692307692307693], ['serve', 'serve', 1.0], ['speaker', 'head', 0.7272727272727273], ['emergency', 'emergency', 1.0], ['dekaliter', 'head', 0.6666666666666666], ['military_policeman', 'deputy', 0.9090909090909091], ['post', 'post', 1.0], ['unit_of_measurement', 'head', 0.8333333333333334], ['pass', 'base_on_balls', 1.0], ['land', 'state', 1.0], ['full', 'morning', 0.7692307692307693], ['state', 'state', 1.0], ['wage', 'become', 0.4], ['pay', 'include', 0.7272727272727273], ['sector', 'punjab', 0.8], ['long', 'long', 1.0], ['son', 'party', 0.6666666666666666], ['away', 'away', 1.0], ['july', 'july', 1.0], ['deputy', 'deputy', 1.0], ['tuesday', 'morning', 0.6666666666666666], ['assorted', 'assorted', 1.0], ['political', 'political', 1.0], ['home', 'member', 0.8571428571428571], ['union', 'state', 0.8888888888888888], ['include', 'include', 1.0], ['day', 'today', 0.9090909090909091], ['party', 'party', 1.0]]"
705,"[['decoration', 'decoration', 1.0], ['camp', 'village', 0.7692307692307693], ['heroism', 'heroism', 1.0], ['police', 'force', 0.9230769230769231], ['force', 'force', 1.0], ['citation', 'mention', 1.0], ['high', 'high', 1.0], ['paramilitary', 'paramilitary', 1.0], ['battalion', 'force', 0.875], ['decorate', 'deploy', 0.5], ['counterterrorism', 'part', 0.6666666666666666], ['independence', 'independence', 1.0], ['force', 'force', 1.0], ['thwart', 'arm', 0.7], ['battalion', 'force', 0.875], ['operation', 'operations', 1.0], ['posthumously', 'posthumously', 1.0], ['attack', 'operations', 0.9333333333333333], ['kashmir', 'kashmir', 1.0], ['constable', 'captain', 0.9166666666666666], ['head', 'juncture', 0.9230769230769231], ['adjunct', 'member', 0.9], ['courage', 'heroism', 0.9333333333333333], ['get', 'force', 0.6666666666666666], ['operations', 'operations', 1.0], ['courage', 'heroism', 0.9333333333333333], ['include', 'drag', 0.8333333333333334], ['day', 'day', 1.0], ['award', 'award', 1.0], ['deploy', 'deploy', 1.0], ['district', 'village', 0.8571428571428571], ['entire', 'life', 0.6666666666666666], ['line', 'part', 0.9230769230769231], ['margin', 'high', 0.6153846153846154], ['baffling', 'arm', 0.4], ['gunfire', 'drag', 0.75], ['daredevilry', 'heroism', 0.7777777777777778], ['commanding_officer', 'military_officer', 0.9565217391304348], ['citation', 'mention', 1.0], ['terrorist', 'terrorist', 1.0], ['lookout', 'arm', 0.8], ['satiate', 'arm', 0.4], ['get_the_better_of', 'arm', 0.5], ['notch', 'south', 0.8], ['gain', 'part', 0.7692307692307693], ['close', 'end', 1.0], ['year', 'day', 0.8333333333333334], ['rendition', 'operations', 0.7142857142857143], ['peacetime', 'day', 0.8333333333333334], ['dandy', 'life', 0.6666666666666666], ['daunt', 'arm', 0.3333333333333333], ['constraint', 'arm', 0.8235294117647058], ['deputy', 'captain', 0.8695652173913043], ['act', 'sacrifice', 0.9090909090909091], ['own', 'arm', 0.5], ['grit', 'heroism', 0.8235294117647058], ['complete', 'end', 0.8], ['commanding_officer', 'military_officer', 0.9565217391304348], ['hours', 'day', 0.8571428571428571]]"
706,"[['independence', 'freedom', 0.9090909090909091], ['art', 'ceremony', 0.8], ['day', 'day', 1.0], ['truck', 'bird', 0.6], ['google', 'function', 0.8], ['observe', 'observe', 1.0], ['peacock', 'peacock', 1.0], ['reflect', 'marks', 0.6153846153846154], ['tiger', 'tiger', 1.0], ['feature', 'feature', 1.0], ['inspire', 'urge', 1.0], ['august', 'day', 0.7142857142857143], ['roads', 'feature', 0.6666666666666666], ['observe', 'observe', 1.0], ['indian', 'animal', 0.75], ['state', 'state', 1.0], ['teamster', 'animal', 0.7058823529411765], ['surround', 'village', 0.8], ['kilometer', 'marks', 0.625], ['folk', 'people', 0.9411764705882353], ['britisher', 'animal', 0.7058823529411765], ['sing', 'marks', 0.7142857142857143], ['parade', 'parade', 1.0], ['kite', 'bird', 0.8695652173913043], ['hoist', 'rule', 0.7], ['song', 'people', 0.8421052631578947], ['ruler', 'rule', 1.0], ['truck', 'bird', 0.6], ['state', 'state', 1.0], ['see', 'understand', 1.0], ['square', 'animal', 0.75], ['mind', 'idea', 1.0], ['sweet', 'animal', 0.6666666666666666], ['pledge', 'animal', 0.6666666666666666], ['image', 'marks', 0.8571428571428571], ['capital', 'government', 0.875], ['india', 'india', 1.0], ['struggle', 'attempt', 0.9333333333333333], ['tradition', 'tradition', 1.0], ['observe', 'observe', 1.0], ['fly', 'peacock', 0.7692307692307693], ['integrity', 'state', 0.8888888888888888], ['observe', 'observe', 1.0], ['remember', 'commemorate', 1.0], ['headquarters', 'fort', 0.8235294117647058], ['today', 'day', 0.9090909090909091], ['exchange', 'state', 0.8571428571428571], ['freedom', 'freedom', 1.0], ['give', 'state', 0.8], ['free', 'people', 0.8888888888888888], ['much', 'day', 0.5454545454545454], ['family', 'people', 0.9411764705882353], ['long', 'national', 0.4], ['populate', 'people', 0.8571428571428571], ['road', 'feature', 0.6666666666666666], ['calendar_month', 'day', 0.8333333333333334], ['indian', 'animal', 0.75], ['besides', 'besides', 1.0], ['district', 'state', 0.8571428571428571], ['keep', 'observe', 1.0], ['election', 'state', 0.8], ['election', 'state', 0.8], ['national', 'national', 1.0], ['live', 'people', 0.8], ['update', 'marks', 0.6666666666666666]]"
707,"[['independence', 'independence', 1.0], ['society', 'civilization', 0.9090909090909091], ['day', 'day', 1.0], ['freedom', 'freedom', 1.0], ['president', 'president', 1.0], ['combatant', 'combatant', 1.0], ['state', 'state', 1.0], ['ancestor', 'ancestor', 1.0], ['woman', 'woman', 1.0], ['quotation_mark', 'flag', 0.5333333333333333], ['let', 'lashkar-e-taiba', 1.0], ['empowered', 'struggle', 0.4], ['together', 'together', 1.0], ['function', 'function', 1.0], ['random-access_memory', 'random-access_memory', 1.0], ['state', 'state', 1.0], ['issue', 'consequence', 1.0], ['mahatma', 'combatant', 0.631578947368421], ['address', 'address', 1.0], ['use', 'function', 1.0], ['motivation', 'forfeit', 0.8333333333333334], ['inherit', 'struggle', 0.5], ['extraneous', 'extraneous', 1.0], ['embodiment', 'universe', 0.7142857142857143], ['continent', 'facility', 0.5], ['patriot', 'combatant', 0.7058823529411765], ['diploma', 'program', 0.8], ['conserve', 'entree', 0.6666666666666666], ['need', 'poverty', 0.9333333333333333], ['idolize', 'struggle', 0.3333333333333333], ['century', 'decade', 0.875], ['manner', 'manner', 1.0], ['distract', 'distract', 1.0], ['argument', 'argument', 1.0], ['care_for', 'struggle', 0.5], ['aid', 'help', 1.0], ['memorial', 'commemoration', 1.0], ['afforest', 'even', 0.4444444444444444], ['leave', 'day', 0.7692307692307693], ['brand', 'manner', 0.9], ['undertaking', 'guarantee', 1.0], ['raise', 'enhance', 1.0], ['testimony', 'argument', 0.8333333333333334], ['precaution', 'choice', 0.7368421052631579], ['ownership', 'state', 0.8888888888888888], ['empower', 'struggle', 0.4], ['contentious', 'contentious', 1.0], ['exclusive', 'program', 0.7142857142857143], ['particular', 'program', 0.7142857142857143], ['sovereignty', 'independence', 0.8], ['equipment', 'still', 0.875], ['icon', 'still', 0.8235294117647058], ['coevals', 'coevals', 1.0], ['dream', 'state', 0.8], ['assortment', 'help', 0.8], ['bequest', 'social_welfare', 0.8235294117647058], ['top', 'supply', 0.8571428571428571], ['broadcast', 'program', 1.0], ['heroism', 'pride', 0.6153846153846154], ['heritage', 'forfeit', 0.7692307692307693], ['version', 'manner', 0.8571428571428571], ['humanity', 'humanity', 1.0], ['remember', 'struggle', 0.5], ['talk', 'address', 0.9333333333333333], ['forfeit', 'forfeit', 1.0], ['travel', 'choice', 0.75], ['authorization', 'power', 0.8333333333333334], ['channels', 'expansion', 0.8], ['midnight', 'power', 0.5333333333333333]]"
708,"[['speaker', 'speaker', 1.0], ['party', 'party', 1.0], ['life', 'life', 1.0], ['speaker', 'speaker', 1.0], ['expel', 'pass', 0.6666666666666666], ['member', 'family', 0.8571428571428571], ['survive', 'pass', 0.5], ['hospital', 'house', 0.8235294117647058], ['represent', 'distinguish', 0.5882352941176471], ['kolkata', 'india', 0.7], ['daughter', 'party', 0.6666666666666666], ['former', 'former', 1.0], ['wife', 'party', 0.6666666666666666], ['sad', 'sad', 1.0], ['ejection', 'pass', 0.8], ['adopt', 'respected', 0.75], ['companion', 'supporter', 0.9], ['times', 'life', 0.9333333333333333], ['son', 'conviction', 0.6666666666666666], ['lose', 'lose', 1.0], ['masters', 'line', 0.7777777777777778], ['defy', 'stand', 0.75], ['life', 'life', 1.0], ['parliament', 'parliament', 1.0], ['stroke', 'figure', 0.9], ['owe', 'pass', 0.5], ['contend', 'pass', 0.5], ['die', 'pass', 1.0], ['stature', 'strength', 0.7272727272727273], ['marxist', 'party', 0.7058823529411765], ['isolate', 'distinguish', 0.75], ['compromise', 'line', 0.8235294117647058], ['reflected', 'distinguish', 0.5714285714285714], ['die', 'pass', 1.0], ['barroom', 'house', 0.7058823529411765], ['skill', 'death', 0.6666666666666666], ['cambridge_university', 'house', 0.7058823529411765], ['withdraw', 'distinguish', 0.6666666666666666], ['acknowledged', 'pass', 0.8888888888888888], ['bequest', 'loss', 0.7692307692307693], ['membership', 'death', 0.7272727272727273], ['difference', 'remainder', 1.0], ['communist', 'communist', 1.0], ['silence', 'voice', 0.7692307692307693], ['principle', 'idea', 0.8571428571428571], ['agony', 'anguish', 0.75], ['spirit', 'life', 1.0], ['integrity', 'death', 0.8], ['friend', 'supporter', 1.0], ['demand', 'politics', 0.8571428571428571], ['observe', 'respected', 1.0], ['old_age', 'life', 0.7692307692307693], ['independent', 'party', 0.7058823529411765], ['election', 'democracy', 0.7777777777777778], ['discontinue', 'pass', 0.5], ['training', 'politics', 0.8571428571428571], ['condition', 'death', 0.8]]"
709,"[['tourism', 'return', 0.5882352941176471], ['flood', 'flood', 1.0], ['warn', 'warning', 1.0], ['dam', 'area', 0.75], ['beginning', 'get_down', 1.0], ['reel', 'bridge', 0.7], ['planter', 'till', 0.7368421052631579], ['pepper', 'orange', 0.72], ['rain', 'rain', 1.0], ['bust_up', 'alert', 0.4], ['venture', 'wash', 0.8235294117647058], ['beneficiary', 'number', 0.8], ['caution', 'warning', 0.9411764705882353], ['engagement', 'situation', 0.8235294117647058], ['spice', 'connectivity', 0.7272727272727273], ['plantation', 'camp', 0.7368421052631579], ['sea', 'wash', 0.7692307692307693], ['industry', 'union', 0.7142857142857143], ['intend', 'give', 0.8571428571428571], ['state', 'situation', 0.8888888888888888], ['league', 'union', 0.9411764705882353], ['parts', 'region', 1.0], ['boat', 'till', 0.7368421052631579], ['water', 'rain', 0.8181818181818182], ['crop', 'give', 0.8888888888888888], ['publish', 'publish', 1.0], ['destroyed', 'alert', 0.5], ['home', 'home', 1.0], ['suffer', 'trust', 0.8], ['association', 'family', 0.9230769230769231], ['crore', 'number', 0.7692307692307693], ['affect', 'situation', 0.7272727272727273], ['details', 'force', 0.9333333333333333], ['rescue', 'rescue', 1.0], ['roentgen', 'child', 0.6666666666666666], ['large', 'large', 1.0], ['relief', 'relief', 1.0], ['assortment', 'family', 0.8], ['swamp', 'flood', 1.0], ['race', 'wash', 1.0], ['produce', 'orange', 0.8], ['plantation', 'camp', 0.7368421052631579], ['magnetize', 'assured', 0.5714285714285714], ['impact', 'force', 0.8], ['flatten', 'alert', 0.4], ['banquet', 'number', 0.7058823529411765], ['fingerstall', 'back', 0.8235294117647058], ['bloom', 'watch', 0.8333333333333334], ['relieve', 'better', 0.8], ['district', 'district', 1.0], ['department', 'department', 1.0], ['degree', 'force', 0.8333333333333334], ['operations', 'wash', 0.9090909090909091], ['valley', 'wash', 0.7142857142857143], ['withdraw', 'wash', 0.6666666666666666], ['packing_material', 'orange', 0.75], ['happen', 'come', 0.6666666666666666], ['column', 'back', 0.875], ['coffee', 'orange', 0.8235294117647058], ['seashore', 'wash', 0.5714285714285714], ['authenticity', 'better', 0.6666666666666666], ['event', 'force', 0.8571428571428571], ['far', 'force', 0.6153846153846154]]"
710,"[['compartment', 'base', 0.7272727272727273], ['confirmation', 'message', 0.8], ['reevaluation', 'work', 0.6666666666666666], ['photocopy', 'shade', 0.8235294117647058], ['obtain', 'obtain', 1.0], ['campaigner', 'combatant', 0.6666666666666666], ['answer', 'state', 0.8], ['board', 'base', 0.7777777777777778], ['fee', 'feed', 1.0], ['class', 'free', 0.8], ['payment', 'refund', 0.9473684210526315], ['declare', 'let', 0.8], ['script', 'message', 0.6], ['marks', 'god', 0.8888888888888888], ['roentgen', 'combatant', 0.6666666666666666], ['concerned', 'happy', 0.5], ['letter', 'honor', 0.9230769230769231], ['change', 'transport', 0.875], ['education', 'state', 0.9230769230769231], ['mark', 'god', 0.8888888888888888], ['measure', 'work', 0.8571428571428571], ['sent', 'transport', 1.0], ['script', 'message', 0.6], ['september', 'day', 0.7142857142857143], ['web_site', 'base', 0.7368421052631579], ['upload', 'message', 0.5], ['theory', 'base', 0.8888888888888888], ['transcript', 'life', 0.75], ['mistake', 'forfeit', 0.7692307692307693], ['interested', 'happy', 0.5], ['deposit', 'refund', 0.8888888888888888], ['request', 'wish', 0.9333333333333333], ['use', 'work', 0.8571428571428571], ['tenth', 'state', 0.7272727272727273], ['secondary', 'base', 0.7], ['formal', 'celebration', 0.75], ['examination', 'work', 0.875], ['date', 'day', 0.9090909090909091], ['case', 'shade', 0.8235294117647058], ['pay', 'give', 1.0], ['document', 'shade', 0.875], ['snap', 'give', 0.9230769230769231], ['speed', 'transport', 0.7777777777777778], ['annual', 'work', 0.8], ['let', 'let', 1.0], ['question', 'contend', 0.8333333333333334], ['post', 'transport', 0.9], ['get', 'let', 1.0], ['hundred_thousand', 'base', 0.7142857142857143], ['announce', 'give', 0.8333333333333334], ['office', 'state', 0.8888888888888888], ['calendar_month', 'day', 0.8333333333333334], ['state', 'state', 1.0], ['official', 'combatant', 0.7058823529411765], ['cardinal', 'base', 0.8333333333333334], ['year', 'day', 0.8333333333333334], ['news', 'show', 0.8571428571428571], ['election', 'state', 0.8], ['election', 'state', 0.8], ['agenda', 'flag', 0.875], ['chirrup', 'song', 0.8571428571428571], ['seating', 'feed', 0.75]]"
711,"[['convocation', 'convocation', 1.0], ['pool', 'union', 0.8333333333333334], ['fancy', 'resource', 0.75], ['campus', 'centre', 0.7058823529411765], ['mind', 'head', 1.0], ['building', 'building', 1.0], ['idea', 'centre', 0.8333333333333334], ['office', 'state', 0.8888888888888888], ['technical', 'ceremony', 0.7058823529411765], ['universe', 'centre', 0.8333333333333334], ['young', 'new', 1.0], ['success', 'juncture', 0.8333333333333334], ['large', 'state', 0.6], ['best', 'ceremony', 0.8], ['student', 'annual', 0.7058823529411765], ['address', 'address', 1.0], ['buzzword', 'address', 0.6666666666666666], ['premier', 'premier', 1.0], ['alumnus', 'annual', 0.6666666666666666], ['state', 'state', 1.0], ['startup', 'development', 0.8], ['lead', 'head', 1.0], ['enterprise', 'energy', 0.8333333333333334], ['semen', 'head', 0.5333333333333333], ['state', 'state', 1.0], ['trade_name', 'head', 0.7142857142857143], ['technology', 'technology', 1.0], ['state', 'state', 1.0], ['curate', 'curate', 1.0], ['government', 'state', 0.9333333333333333], ['creation', 'building', 0.875], ['college', 'building', 0.8], ['lend', 'present', 0.6666666666666666], ['achieve', 'environmental', 0.4], ['undertaking', 'ceremony', 0.8], ['inspire', 'present', 0.6666666666666666], ['stress', 'energy', 0.8], ['gather', 'ceremony', 0.75], ['chink', 'indian', 0.8571428571428571], ['become', 'building', 0.5714285714285714], ['century', 'saturday', 0.6666666666666666], ['develop', 'building', 0.9090909090909091], ['annual', 'annual', 1.0], ['help', 'resource', 0.9230769230769231], ['construct', 'building', 1.0], ['addressed', 'address', 1.0], ['technology', 'technology', 1.0], ['ceremony', 'ceremony', 1.0], ['education', 'energy', 0.9230769230769231], ['use', 'development', 0.9333333333333333], ['foundation', 'development', 0.8], ['attempt', 'ceremony', 0.8571428571428571], ['make', 'building', 1.0], ['manner', 'energy', 0.6666666666666666], ['see', 'visit', 1.0], ['add', 'state', 0.8], ['state', 'state', 1.0], ['news', 'address', 0.6666666666666666], ['election', 'state', 0.8], ['election', 'state', 0.8], ['update', 'present', 0.8], ['new', 'new', 1.0], ['autopsy', 'autopsy', 1.0], ['today', 'present', 0.9090909090909091], ['agenda', 'centre', 0.7142857142857143], ['chirrup', 'juncture', 0.7692307692307693], ['seating', 'ceremony', 0.75], ['general', 'head', 0.9473684210526315]]"
